"ICAO","IATA","airport","city","nation"
"LBBJ","BOJ","布爾加斯機場","布爾加斯州布爾加斯","保加利亞"
"LBGO","GOZ","上奧裡亞霍維察機場","上奧裡亞霍維察，大特爾諾沃州","保加利亞"
"LBSF","SOF","索菲亞機場","索非亞","保加利亞"
"LBVD","VID","Vidin Airport","維丁","保加利亞"
"LBWN","VAR","Varna Airport","瓦爾納","保加利亞"
"LCEN","ECN","埃爾詹國際機場","Tymbou","北塞浦路斯"
"LCLK","LCA","Intl","拉納卡","賽普勒斯"
"LCPH","PFO","International","Paphos","賽普勒斯"
"LCRA","AKT","亞克羅提利皇家空軍基地","亞克羅提利","亞克羅提利與德凱利亞"
"LDDU","DBV","杜布羅夫尼克機場","杜布羅夫尼克，杜布羅夫尼克-內雷特瓦縣","克羅地亞"
"LDSB","BWK","伯埃爾機場","斯普利特-達爾馬提亞縣"""" 伯埃爾","克羅地亞"
"LDZA","ZAG","薩格勒布機場","薩格勒布","克羅埃西亞"
"LDZD","ZAD","Zadar Airport","扎達爾","克羅埃西亞"
"LEAB","ABC","阿爾瓦塞特機場","卡斯蒂利亞-拉曼恰阿爾瓦塞特","西班牙"
"LEAG","AEI","阿爾赫西拉斯直升機場","安達盧西亞阿爾赫西拉斯","西班牙"
"LEAL","ALC","巴倫西亞自治區阿利坎特-埃爾切機場","阿利坎特","西班牙"
"LEBB","BIO","畢爾包機場","巴斯克自治區畢爾巴鄂","西班牙"
"LEBL","BCN","巴塞隆拿-埃爾普拉特機場","加泰隆尼亞巴塞隆拿","西班牙"
"LEBZ","BJZ","巴達霍斯機場","埃斯特雷馬杜拉巴達霍斯","西班牙"
"LECO","LCG","La Coruna","La Coruna","西班牙"
"LECS","CDT","卡斯特利翁-橙花海岸機場","卡斯特利翁-德拉普拉納，巴倫西亞自治區","西班牙"
"LEIB","IBZ","伊維薩機場","伊維薩島","西班牙"
"LEJR","XRY","Jerez Airport","赫雷斯-德拉弗龍特拉","西班牙"
"LELC","MJV","San Javier","Murcia","西班牙"
"LEMD","MAD","馬德里巴拉哈斯機場","馬德里","西班牙"
"LEMG","AGP","馬拉加機場","安達魯西亞馬拉加","西班牙"
"LEMH","MAH","Aerop De Menorca","Menorca","西班牙"
"LEPA","PMI","Palma Mallorca","Palma Mallorca","西班牙"
"LEPP","PNA","Pamplona","Pamplona","西班牙"
"LERL","CQM","雷阿爾城中央機場","雷阿爾城，卡斯蒂利亞-拉曼恰","西班牙"
"LERS","REU","Reus","Reus","西班牙"
"LESO","EAS","聖塞瓦斯蒂安機場","聖塞瓦斯蒂安，巴斯克自治區","西班牙"
"LEST","SCQ","Santiago","Santiago De Compostela","西班牙"
"LEVC","VLC","Valencia Airport","瓦倫西亞","西班牙"
"LEVD","VLL","Valladolid Airport","瓦拉多利德","西班牙"
"LEVT","VIT","Vitoria Airport","維多利亞","西班牙"
"LEVX","VGO","Vigo Airport","維戈","西班牙"
"LEXJ","SDR","Santander","Santander","西班牙"
"LEZL","SVQ","","塞維利亞","西班牙"
"LFAB","DPE","迪耶普-聖奧班機場","迪耶普，諾曼第","法國"
"LFAC","CQF","加來-敦克爾克機場","加來/敦刻爾克，北-加來-皮卡第","法國"
"LFAK","XDK","Dunkerque - Les Mo<U+00EB>res Airport","敦刻爾克","法國"
"LFAQ","BYF","阿爾貝-皮卡第機場","北-加來-皮卡第阿爾貝","法國"
"LFAV","XVS","Valenciennes - Denain Aerodrome","瓦朗謝訥","法國"
"LFBA","AGF","阿讓-拉加雷納機場","阿基坦-利木森-普瓦圖-夏朗特阿讓","法國"
"LFBD","BOD","波爾多-梅里尼亞克機場","阿基坦-利木森-普瓦圖-夏朗特波爾多","法國"
"LFBE","EGC","貝爾熱拉克多爾多涅佩裡戈爾機場","貝爾熱拉克，阿基坦-利木森-普瓦圖-夏朗特","法國"
"LFBG","CNG","干邑-沙託貝爾納爾空軍基地","干邑/沙託貝爾維爾，阿基坦-利木森-普瓦圖-夏朗特","法國"
"LFBH","LRH","Laleu","La Rochelle","法國"
"LFBL","LIG","Bellegarde","Limoges","法國"
"LFBO","TLS","Blagnac","Toulouse","法國"
"LFBT","LDE","Tarbes International","Lourdes/Tarbes","法國"
"LFBU","ANG","昂古萊姆-Cognac國際機場","阿基坦-利木森-普瓦圖-夏朗特昂古萊姆","法國"
"LFBX","PGX","","Perigueux","法國"
"LFBY","XDA","Dax - Seyresse Airport","達克斯","法國"
"LFBZ","BIQ","比亞裡茨巴斯克地區機場","阿基坦-利木森-普瓦圖-夏朗特比亞裡茨","法國"
"LFCC","ZAO","Laberandie Airport","卡奧爾","法國"
"LFCH","XAC","Arcachon – La Teste-de-Buch Airport","阿爾卡雄","法國"
"LFCK","DCM","卡斯特爾-馬扎默機場","卡斯特爾，朗格多克-魯西永-南部-庇里牛斯","法國"
"LFFH","XCY","Chateau-Thierry Belleau Airport","蒂耶裡堡","法國"
"LFGA","CMR","科爾馬機場","科爾馬，阿爾薩斯-香檳-阿登-洛林","法國"
"LFGJ","DLE","多爾-汝拉機場","多爾，布根地-法蘭琪-康堤","法國"
"LFHS","XBK","Bourg - Ceyzeriat Airport","佈雷斯地區布爾格","法國"
"LFHU","AHZ","阿爾卑斯·於埃機場","奧文尼-隆-阿爾卑斯阿爾卑-都埃","法國"
"LFHY","XMU","Moulins - Montbeugny Airport","穆蘭","法國"
"LFJL","ETZ","梅斯-南錫-洛林機場","梅斯/南錫，阿爾薩斯-香檳-阿登-洛林","法國"
"LFJR","ANE","昂熱-盧瓦爾機場","盧瓦爾河地區昂熱","法國"
"LFKB","BIA","巴斯蒂亞-Poretta機場","科西嘉島巴斯蒂亞","法國"
"LFKC","CLY","卡爾維-聖卡特蘭機場","卡爾維，科西嘉島","法國"
"LFKF","FSC","Figari-南科西嘉機場","Figari","法國"
"LFKJ","AJA","阿雅克肖·拿破崙·波拿巴機場","科西嘉島阿雅克肖","法國"
"LFLA","AUF","歐塞爾-布朗舍機場","布根地-法蘭琪-康堤歐塞爾","法國"
"LFLB","CMF","尚貝裡機場","尚貝裡，奧文尼-隆-阿爾卑斯","法國"
"LFLC","CFE","克萊蒙費朗奧弗涅機場","克萊蒙費朗，奧文尼-隆-阿爾卑斯","法國"
"LFLD","BOU","布爾日機場","中央-盧瓦爾山谷大區布爾日","法國"
"LFLI","QNJ","Annemasse Airport","安納馬斯","法國"
"LFLJ","CVF","Courchevel飛行場","Courchevel","法國"
"LFLL","LYS","Satolas","里昂","法國"
"LFLS","GNB","格勒諾布爾-伊澤爾機場","格勒諾布爾，羅納-阿爾卑斯","法國"
"LFLU","VAF","Valence-Chabeuil Airport","瓦朗斯","法國"
"LFLW","AUR","歐裡亞克-Tronquieres機場","奧文尼-隆-阿爾卑斯歐裡亞克","法國"
"LFLX","CHR","沙託魯-中央""""Marcel Dassault""""機場","沙託魯/代奧爾，中央-盧瓦爾山谷大區","法國"
"LFMA","QXB","Aix Les Milles Airport","Aix-les-milles","法國"
"LFMD","CEQ","坎城-芒代利厄機場","戛納，普羅旺斯-阿爾卑斯-蔚藍海岸","法國"
"LFMH","EBU","聖艾蒂安-布泰翁機場","聖艾蒂安/昂德雷齊厄布泰翁，奧文尼-隆-阿爾卑斯","法國"
"LFMK","CCF","卡爾卡鬆機場","卡爾卡鬆，朗格多克-魯西永-南部-庇里牛斯","法國"
"LFML","MRS","Marseille","馬賽","法國"
"LFMN","NCE","Cote D'azur","尼斯","法國"
"LFMO","XOG","Orange-Caritat Air Base","奧朗日","法國"
"LFMP","PGF","Llabanere","Perpignan","法國"
"LFMQ","CTT","萊卡斯泰萊機場","萊卡斯泰萊，普羅旺斯-阿爾卑斯-蔚藍海岸","法國"
"LFMR","BAE","巴爾瑟洛內特-聖蓬機場","普羅旺斯-阿爾卑斯-蔚藍海岸巴爾瑟洛內特/聖蓬","法國"
"LFMT","MPL","Frejorgues","Montpellier","法國"
"LFMU","BZR","貝濟耶阿格德角機場","朗格多克-魯西永-南部-庇里牛斯貝濟耶","法國"
"LFMV","AVN","亞維農-普羅旺斯機場","普羅旺斯-阿爾卑斯-蔚藍海岸亞維農","法國"
"LFNA","GAT","加普-塔拉爾機場","加普，普羅旺斯-阿爾卑斯-蔚藍海岸","法國"
"LFOB","BVA","博韋-蒂萊機場","北-加來-皮卡第博韋","法國"
"LFOE","EVX","埃夫勒-福維爾空軍基地","埃夫勒，諾曼地","法國"
"LFOH","LEH","Le Havre","Le Havre","法國"
"LFOI","XAB","Abbeville - Buigny-Saint-Maclou Aerodrome","阿布維爾","法國"
"LFOK","XCR","Vatry International Airport","瓦特里","法國"
"LFOT","TUF","St Symphorien","Tours","法國"
"LFOU","CET","紹萊Le Pontreau機場","紹萊，盧瓦爾河地區","法國"
"LFPC","CSF","克雷伊空軍基地","克雷伊，北-加來-皮卡第","法國"
"LFPG","CDG","巴黎夏爾·戴高樂機場","巴黎，法蘭西島","法國"
"LFQB","QYR","Barberey Airport","Troyes","法國"
"LFRB","BES","佈雷斯特-布列塔尼機場","布列塔尼佈雷斯特","法國"
"LFRC","CER","瑟堡-莫佩爾蒂機場","瑟堡-奧克特維爾，諾曼第","法國"
"LFRD","DNR","迪納爾-普勒爾蒂伊-聖馬洛機場","迪納爾，布列塔尼","法國"
"LFRF","GFR","格蘭佛-勒蒙聖米舍機場","格蘭佛，下諾曼第","法國"
"LFRH","LRT","Lann","Lorient","法國"
"LFRI","EDM","永河畔拉羅什機場","永河畔拉羅什，盧瓦爾河地區","法國"
"LFRK","CFR","卡昂-卡爾皮屈埃機場","卡昂，諾曼第","法國"
"LFRN","RNS","St Jacques","Rennes","法國"
"LFRS","NTE","Nantes","南特","法國"
"LFRV","VNE","Vannes-Meucon Airport","瓦訥","法國"
"LFSB","BSL","巴塞爾-米盧斯-弗賴堡歐洲機場","巴塞爾城市州巴塞爾","瑞士"
"LFSD","DIJ","第戎空軍基地","第戎，布根地-法蘭琪-康堤","法國"
"LFSG","EPL","埃皮納勒-米雷庫爾機場","埃皮納勒/米雷庫爾，阿爾薩斯-香檳-阿登-洛林","法國"
"LFSL","BVE","布里夫-蘇伊拉克機場","阿基坦-利木森-普瓦圖-夏朗特布里夫拉蓋亞爾德","法國"
"LFSM","XMF","Montbeliard Courcelles Airport","蒙貝利亞爾","法國"
"LFSN","ENC","南錫-埃塞機場","南錫，阿爾薩斯-香檳-阿登-洛林","法國"
"LFST","SXB","史特拉斯堡機場","史特拉斯堡","法國"
"LFSW","XEP","epernay - Plivot Airport","埃佩爾奈","法國"
"LFTE","BJV","米拉斯-博德魯姆機場","穆拉省穆拉","土耳其"
"LFTW","FNI","尼姆-阿萊-卡馬爾格-塞文機場","尼姆/阿爾勒/卡馬爾格，朗格多克-魯西永-南部-庇里牛斯","法國"
"LFVP","FSP","聖皮埃爾機場","聖皮埃爾，聖皮埃爾和密克隆","法國"
"LGAG","AGQ","阿格林尼翁機場","西希臘阿格林尼翁","希臘"
"LGAL","AXD","東馬其頓-色雷斯亞歷山德魯波利斯國際機場","亞歷山德魯波利斯","希臘"
"LGAV","ATH","阿提卡雅典埃萊夫塞裡奧斯·韋尼澤洛斯國際機場","雅典","希臘"
"LGBL","VOL","Nea Anchialos National Airport","佛洛斯","希臘"
"LGIO","IOA","Ioannina","Ioannina","希臘"
"LGKF","EFL","凱法利尼亞國際機場","凱法利尼亞島，愛奧尼亞群島","希臘"
"LGKP","AOK","喀帕蘇斯機場","南愛琴喀帕蘇斯島","希臘"
"LGKR","CFU","克基拉島揚尼斯·卡波迪斯特里亞斯國際機場","克基拉島，克基拉州","希臘"
"LGKS","KSJ","Kasos Island","Kasos Island","希臘"
"LGKV","KVA","Kavala","Kavala","希臘"
"LGLE","LRS","Leros","Leros","希臘"
"LGML","MLO","Milos","Milos","希臘"
"LGMT","MJT","Mytilene","Mytilene","希臘"
"LGPA","PAS","Paros Community","Paros","希臘"
"LGRP","RHO","Paradisi","Rhodes","希臘"
"LGSA","CHQ","幹尼亞揚尼斯·達斯卡洛伊安尼斯國際機場","幹尼亞，克里特","希臘"
"LGZA","ZTH","Zakynthos International Airport","扎金索斯","希臘"
"LHBP","BUD","布達佩斯李斯特·費倫茨國際機場","布達佩斯","匈牙利"
"LHDC","DEB","德布勒森國際機場","德布勒森，豪伊杜-比豪爾州","匈牙利"
"LIBC","CRV","克羅託內機場","克羅託內，卡拉布裡亞","義大利"
"LIBD","BRI","巴里卡羅爾·沃伊蒂瓦機場","普利亞巴里","義大利"
"LIBF","FOG","福賈「Gino Lisa」機場","福賈，普利亞","義大利"
"LIBP","PSR","Liberi","佩斯卡拉","義大利"
"LIBR","BDS","布林迪西-薩蘭託機場","普利亞布林迪西","義大利"
"LICB","CIY","科米索機場","科米索，西西里島","義大利"
"LICC","CTA","卡塔尼亞-Fontanarossa機場","卡塔尼亞，西西里島","義大利"
"LICG","PNL","Pantelleria","Pantelleria","義大利"
"LICJ","PMO","Punta Raisi","巴勒墨","義大利"
"LICR","REG","Tito Menniti","Reggio Calabria","義大利"
"LICT","TPS","Birgi","Trapani, 西西里","意大利"
"LIDB","BLX","貝盧諾機場","威尼託貝盧諾","義大利"
"LIEA","AHO","阿爾蓋羅-費爾蒂利亞機場","撒丁島阿爾蓋羅","義大利"
"LIED","DCI","德奇莫曼努空軍基地","德奇莫曼努，撒丁島","義大利"
"LIEE","CAG","卡利亞裡埃爾馬斯機場","卡利亞裡，撒丁島","義大利"
"LIER","FNU","奧里斯塔諾-Fenosu機場","奧里斯塔諾，撒丁島","義大利"
"LIMC","MXP","米蘭馬爾彭薩國際機場","米蘭","義大利"
"LIME","BGY","卡拉瓦喬二世國際機場","倫巴第貝爾加莫","義大利"
"LIMF","TRN","Caselle","杜林","意大利"
"LIMG","ALL","阿爾本加機場","利古裡亞阿爾本加","義大利"
"LIMJ","GOA","熱那亞-克里斯托弗·哥倫布機場","熱那亞，利古裡亞","義大利"
"LIMS","QPZ","Piacenza Airport","Piacenza","義大利"
"LIMW","AOT","奧斯塔谷機場","瓦萊達奧斯塔奧斯塔","義大利"
"LIMZ","CUF","庫內奧國際機場","庫內奧，皮埃蒙特","義大利"
"LIPA","AVB","佛裡烏利-威尼斯朱利亞阿維亞諾空軍基地","阿維亞諾","義大利"
"LIPB","BZO","波爾查諾機場","特倫蒂諾-上阿迪傑波爾查諾","義大利"
"LIPE","BLQ","波隆納機場","艾米利亞-羅馬涅博洛尼亞","義大利"
"LIPK","FRL","弗利機場","弗利，艾米利亞-羅馬涅","義大利"
"LIPO","VBS","Brescia Airport Gabriele D'Annunzio","佈雷西亞","義大利"
"LIPQ","TRS","Ronchi Dei Legionari","Trieste","意大利"
"LIPT","VIC","Vicenza “Tommaso Dal Molin” Airport","維琴察","義大利"
"LIPX","VRN","Verona Villafranca Airport","維洛那","義大利"
"LIPY","AOI","馬爾凱安科納－法爾科納拉機場","安科納","義大利"
"LIPZ","VCE","威尼斯－泰塞拉機場","威尼斯","義大利"
"LIRA","CIA","羅馬錢皮諾機場","羅馬，拉齊奧","義大利"
"LIRF","FCO","羅馬-菲烏米奇諾機場","羅馬，拉齊奧","義大利"
"LIRJ","EBA","Marina di Campo機場","厄爾巴島，托斯卡尼","義大利"
"LIRL","QLT","Latina Airport","Latina","義大利"
"LIRN","NAP","那不勒斯國際機場","那不勒斯","義大利"
"LIRP","PSA","G Galilei","Pisa","義大利"
"LIRQ","FLR","佛羅倫薩-佩雷托拉機場","佛羅倫薩，托斯卡納","義大利"
"LIRZ","PEG","Na","佩魯賈","義大利"
"LJLJ","LJU","Brnik","Ljubljana","斯洛文尼亞"
"LKPR","PRG","Ruzyne","布拉格","捷克"
"LKTB","BRQ","布爾諾-Tu<U+0159>any機場","南摩拉維亞州布爾諾","捷克"
"LKVO","VOD","Vodochody Airport","Vodochody","捷克"
"LKZA","ZBE","Dolni Benesov Airport","Zabreh","捷克"
"LLBG","TLV","本·古裡安國際機場","特拉維夫","以色列"
"LLBS","BEV","貝爾謝巴機場","南部區貝爾謝巴","以色列"
"LLET","ETH","艾拉特機場","艾拉特，南部區","以色列"
"LLEY","EIY","Ein Yahav機場","Ein Yahav","以色列"
"LLOV","VDA","Ovda Airport","Ovda","以色列"
"LLYT","YOT","Yotvata Airport","Yotvata","以色列"
"LMML","MLA","Luqa","馬爾它","馬爾它"
"LOWI","INN","Kranebitten","Innsbruck","奧地利"
"LOWK","KLU","Klagenfurt","Klagenfurt","奧地利"
"LOWL","LNZ","Linz","Linz","奧地利"
"LOWS","SZG","薩爾斯堡機場","薩爾斯堡","奧地利"
"LOWW","VIE","維也納國際機場","維也納","奧地利"
"LPBG","BGC","布拉幹薩機場","北部大區布拉幹薩","葡萄牙"
"LPBJ","BYJ","貝雅機場","阿連特茹貝雅","葡萄牙"
"LPBR","BGZ","布拉加機場","北部大區布拉加","葡萄牙"
"LPCH","CHV","查韋斯機場","查韋斯，北部大區","葡萄牙"
"LPCO","CBP","科英布拉機場","科英布拉，中部大區","葡萄牙"
"LPCR","CVU","科爾武機場","科爾武島，亞速爾群島","葡萄牙"
"LPFL","FLW","弗洛雷斯機場","弗洛雷斯島，亞速爾群島","葡萄牙"
"LPFR","FAO","法魯機場","法魯，阿爾加維","葡萄牙"
"LPLA","TER","特塞拉機場","特塞拉島,亞速","葡萄牙"
"LPMA","FNC","馬德拉機場","豐沙爾，馬德拉","葡萄牙"
"LPPD","PDL","Nordela","Ponta Delgada","葡萄牙"
"LPPS","PXO","Porto Santo","Porto Santo","葡萄牙"
"LPPT","LIS","Lisboa","里斯本","葡萄牙"
"LPVR","VRL","Vila Real Airport","雷阿爾城","葡萄牙"
"LQBK","BNX","巴尼亞盧卡國際機場","塞族共和國巴尼亞盧卡","波斯尼亞和黑塞哥維那"
"LQSA","SJJ","塞拉耶佛國際機場","塞拉耶佛","波士尼亞"
"LRAR","ARW","阿拉德國際機場","阿拉德縣阿拉德","羅馬尼亞"
"LRBC","BCM","巴克烏國際機場","巴克烏縣巴克烏","羅馬尼亞"
"LRBM","BAY","巴亞馬雷機場","特蘭西瓦尼亞巴亞馬雷","羅馬尼亞"
"LRBS","BBU","布加勒斯特伯尼亞薩-奧雷爾·弗拉伊庫國際機場","布加勒斯特","羅馬尼亞"
"LRCK","CND","米哈伊爾-科格爾尼恰努國際機場","米哈伊爾-科格爾尼恰努","羅馬尼亞"
"LRCL","CLJ","克盧日國際機場","克盧日-納波卡，克魯日縣","羅馬尼亞"
"LRCS","CSB","卡蘭塞貝什機場","卡蘭塞貝什，卡拉什-塞維林縣","羅馬尼亞"
"LRCV","CRA","克拉約瓦國際機場","克拉約瓦，多爾日縣","羅馬尼亞"
"LRIA","IAS","雅西國際機場","雅西","羅馬尼亞"
"LROD","OMR","Oradea","Oradea","羅馬尼亞"
"LROP","OTP","布加勒斯特奧託佩尼-亨利·科安德國際機場","布加勒斯特","羅馬尼亞"
"LRTM","TGM","特爾古穆列什國際機場","特爾古穆列什","羅馬尼亞"
"LRTR","TSR","Timisoara","Timisoara","羅馬尼亞"
"LSME","EML","埃門空軍基地","埃門，琉森州","瑞士"
"LSZA","LUG","Agno","Lugano","瑞士"
"LSZB","BRN","伯爾尼-貝爾普機場","伯恩州伯恩","瑞士"
"LSZC","BXO","布奧克斯機場","下瓦爾登州 布奧克斯","瑞士"
"LSZH","ZRH","蘇黎世機場","蘇黎世","瑞士"
"LSZR","ACH","聖加侖-阿爾滕萊茵機場","阿爾滕萊茵，聖加侖州","瑞士"
"LTAC","ESB","埃森博阿國際機場","安卡拉，安卡拉省","土耳其"
"LTAD","ANK","Etimesgut空軍基地","安卡拉省安卡拉","土耳其"
"LTAF","ADA","阿達納夏基巴夏機場","阿達納省阿達納","土耳其"
"LTAH","AFY","阿菲永機場","阿菲永卡拉希薩爾省阿菲永卡拉希薩爾","土耳其"
"LTAI","AYT","安塔利亞省安塔利亞機場","安塔利亞","土耳其"
"LTAR","VAS","Sivas Airport","錫瓦斯","土耳其"
"LTAU","ASR","埃爾基萊特國際機場","開塞利省開塞利","土耳其"
"LTAY","DNZ","代尼茲利恰爾達克機場","代尼茲利，代尼茲利省","土耳其"
"LTBD","CII","艾登機場","艾登，艾登省","土耳其"
"LTBF","BZI","巴勒克埃西爾機場","巴勒克埃西爾省巴勒克埃西爾","土耳其"
"LTBG","BDM","班德爾馬機場","巴勒克埃西爾省班德爾馬","土耳其"
"LTBH","CKZ","恰納卡萊機場","恰納卡萊，恰納卡萊省","土耳其"
"LTBI","ESK","埃斯基謝希爾機場","埃斯基謝希爾，埃斯基謝希爾省","土耳其"
"LTBJ","ADB","阿德南·曼德列斯機場","伊茲密爾省伊茲密爾","土耳其"
"LTBR","YEI","Yeni<U+015F>ehir Airport","Yeni<U+015F>ehir","土耳其"
"LTBS","DLM","達拉曼機場","達拉曼，穆拉省","土耳其"
"LTBV","BXN","博德魯姆-Imsik機場","穆拉省博德魯姆","土耳其"
"LTBY","AOE","Anadolu機場","埃斯基謝希爾省埃斯基謝希爾","土耳其"
"LTCA","EZS","埃拉澤機場","埃拉澤，埃拉澤省","土耳其"
"LTCC","DIY","迪亞巴克爾機場","迪亞巴克爾，迪亞巴克爾省","土耳其"
"LTCD","ERC","埃爾津詹機場","埃爾津詹，埃爾津詹省","土耳其"
"LTCE","ERZ","埃爾祖魯姆機場","埃爾祖魯姆，埃爾祖魯姆省","土耳其"
"LTCG","TZX","特拉布宗機場","特拉布宗","土耳其"
"LTCI","VAN","Van Ferit Melen Airport","凡城","土耳其"
"LTCJ","BAL","巴特曼機場","巴特曼省巴特曼","土耳其"
"LTCO","AJI","阿勒機場","阿勒省阿勒","土耳其"
"LTCP","ADF","阿德亞曼機場","阿德亞曼省阿德亞曼","土耳其"
"LTCS","GNY","尚勒烏爾法GAP機場","尚勒烏爾法，尚勒烏爾法省","土耳其"
"LTCU","BGG","賓格爾機場","賓格爾省賓格爾","土耳其"
"LTFD","EDO","巴勒克埃西爾Koca Seyit機場","巴勒克埃西爾，巴勒克埃西爾省","土耳其"
"LTFK","GKD","格克切機場","格克切，恰納卡萊省","土耳其"
"LTFM","IST","Ataturk","伊斯坦堡","土耳其"
"LUBL","BZY","伯爾茲國際機場","伯爾茲","摩爾多瓦"
"LUKK","KIV","Kishinev","Kishinev","莫爾達瓦"
"LWOH","OHD","Ohrid","Ohrid","馬其頓"
"LWSK","SKP","Skopje","Skopje","馬其頓"
"LXGB","GIB","直布羅陀機場","直布羅陀","直布羅陀"
"LYBE","BEG","貝爾格萊德尼古拉·特斯拉機場","貝爾格萊德","塞爾維亞"
"LYBT","BJY","Batajnica空軍基地","貝爾格萊德 Batajnica","塞爾維亞"
"LZIB","BTS","布拉迪斯拉發機場","布拉迪斯拉發州布拉迪斯拉發","斯洛伐克"
"LZKZ","KSC","Barca","Kosice","斯洛伐克"
"LZTT","TAT","波普拉德機場","波普拉德","斯洛伐克"
"LZZI","ILZ","日利納機場","日利納","斯洛伐克"
"MBGT","GDT","JAGS麥卡特尼國際機場","大特克島","特克斯和凱科斯群島"
"MBNC","NCA","","北凱克斯","特克斯和凱科斯群島"
"MBPV","PLS","","Providenciales","TurksAndCaicosIslands"
"MBSC","XSC","South Caicos Airport","South Caicos","土克凱可群島"
"MDAB","EPS","Arroyo Barril機場","聖塔芭芭拉-山美納，山美納省","多米尼加"
"MDBH","BRX","Maria Montez國際機場","巴拉奧納省巴拉奧納","多米尼加"
"MDCR","CBJ","卡沃羅霍機場","佩德納萊斯，佩德納萊斯省","多米尼加"
"MDCY","AZS","山美納El Catey國際機場","El Catey，山美納省","多米尼加"
"MDCZ","COZ","孔斯坦薩機場","孔斯坦薩，拉維加省","多米尼加"
"MDPC","PUJ","","Punta Cana","多明尼加"
"MDPP","POP","La Union","Puerto Plata","多明尼加"
"MDRK","DRK","Drake灣機場","Drake灣","哥斯達黎加"
"MDSD","SDQ","Las Americas","聖多明各","多明尼加"
"MDST","STI","Municipal","Santiago","多明尼加"
"MGCB","CBV","科萬機場","科萬，上維拉帕斯省","危地馬拉"
"MGCR","CMM","卡梅利塔機場","聖安德雷斯，貝登省","危地馬拉"
"MGCT","CTF","科阿特佩克機場","科阿特佩克，克薩爾特南戈省","危地馬拉"
"MGQC","AQB","基切機場","基切省聖克魯斯","危地馬拉"
"MGQZ","AAZ","克薩爾特南戈機場","克薩爾特南戈省克薩爾特南戈","危地馬拉"
"MGTK","FRS","馬雅世界國際機場","弗洛雷斯，貝登省","危地馬拉"
"MHCA","CAA","卡塔卡馬斯機場","卡塔卡馬斯，奧蘭喬省","洪都拉斯"
"MHCS","CYL","Coyoles機場","Coyoles","洪都拉斯"
"MHGS","GAC","格拉西亞斯機場","格拉西亞斯，倫皮拉省","洪都拉斯"
"MHLC","LCE","International","La Ceiba","洪都拉斯"
"MHLM","SAP","La Mesa","San Pedro Sula","洪都拉斯"
"MHNJ","GJA","瓜納哈機場","瓜納哈島，海灣群島省","洪都拉斯"
"MHRO","RTB","Roatan","Roatan","洪都拉斯"
"MHSC","XPL","Palmerola Air Base","科馬亞瓜","宏都拉斯"
"MHTG","TGU","通孔廷國際機場","德古斯加巴","宏都拉斯"
"MKJP","KIN","","金士頓","牙買加"
"MKJS","MBJ","Sangster","Montego Bay","牙買加"
"MMAA","ACA","阿卡普爾科國際機場","格雷羅州阿卡普爾科","墨西哥"
"MMAS","AGU","Lic. Jesus Teran Peredo國際機場","阿瓜斯卡連特斯州阿瓜斯卡連特斯","墨西哥"
"MMCA","CNA","卡納內阿國家機場","卡納內阿，索諾拉州","墨西哥"
"MMCB","CVJ","Mariano Matamoros將軍機場","庫埃納瓦卡，莫雷洛斯州","墨西哥"
"MMCC","ACN","阿庫尼亞國際機場","科阿韋拉州阿庫尼亞","墨西哥"
"MMCE","CME","卡門城國際機場","卡門城，坎佩切州","墨西哥"
"MMCL","CUL","Bachigualato聯邦國際機場","庫利亞坎，錫那羅亞州","墨西哥"
"MMCM","CTM","切圖馬爾國際機場","切圖馬爾，金塔納羅奧州","西班牙"
"MMCN","CEN","奧夫雷貢城國際機場","奧夫雷貢城，索諾拉州","墨西哥"
"MMCO","CJT","Copalar機場","科米坦德多明格斯，恰帕斯州","墨西哥"
"MMCP","CPE","Ing. Alberto Acu<U+00F1>a Ongay國際機場","坎佩切，坎佩切州","墨西哥"
"MMCS","CJS","Abraham Gonzalez國際機場","華雷斯城，奇瓦瓦州","墨西哥"
"MMCT","CZA","契琴伊薩國際機場","奇琴伊察，尤卡坦州","墨西哥"
"MMCU","CUU","Roberto Fierro Villalobos將軍國際機場","奇瓦瓦市，奇瓦瓦州","墨西哥"
"MMCV","CVM","Pedro J. Mendez將軍國際機場","維多利亞城，塔毛利帕斯州","墨西哥"
"MMCY","CYW","Rogelio Castillo將軍國立機場","塞拉亞，瓜納華託州","墨西哥"
"MMCZ","CZM","科蘇梅爾國際機場","科蘇梅爾島，金塔納羅奧州","墨西哥"
"MMDO","DGO","瓜達盧佩·維多利亞將軍國際機場","杜蘭戈，杜蘭戈州","墨西哥"
"MMEP","TPQ","","Tepic, Nayarit","墨西哥"
"MMES","ESE","恩森那達機場","恩森那達，下加利福尼亞州","墨西哥"
"MMGL","GDL","瓜達拉哈拉國際機場","瓜達拉哈拉，哈利斯科州","墨西哥"
"MMIA","CLQ","米格爾·德拉馬德里機場","科利馬，科利馬州","墨西哥"
"MMIO","SLW","Saltillo","Saltillo","墨西哥"
"MMJC","AZP","Jorge Jimenez Cantu國立機場","墨西哥州洛佩斯·馬特奧斯城","墨西哥"
"MMLC","LZC","Na","Lazaro Cardenas","墨西哥"
"MMLM","LMM","","Los Mochis","墨西哥"
"MMLO","BJX","Del Bajio國際機場","瓜納華託州萊昂","墨西哥"
"MMLP","LAP","Aeropuerto General Marquez De Leon","La Paz","墨西哥"
"MMLT","LTO","","Loreto","墨西哥"
